customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,signup_date,churn,internal_flag
3982,Male,1.0,No,N,6.0,Yes,N,No,No,No internet service,No internet service,No internet service,No,No,One year,No,Mailed check,35.28,659.67,2023-05-08,Yes,A
19075,Male,0.0,Yes,No,65.0,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,Y,Two year,N,e-check,92.86,2951.16,2020-05-02,No,A
13190,Female,0.0,Yes,Yes,59.0,No,No,DSL,No internet service,No,Yes,No internet service,No,No,Two Year,Yes,E-check,72.65,2443.94,2023-02-07,No,A
5000,Male,0.0,No,No,55.0,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Y,No,One year,No,Bank transfer,84.7,4653.91,2023-03-17,No,A
9179,Male,0.0,Yes,N,33.0,Yes,N,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,e-check,60.27,6165.34,2022-12-24,No,A
19901,Male,0.0,Yes,Yes,8.0,Yes,No phone service,No,Yes,No,Yes,No,No,No,Month-to-month,No,e-check,110.59,7286.05,2024-03-02,Yes,A
7904,Female,0.0,Yes,No,43.0,Y,No,DSL,Yes,No,Yes,No,No internet service,No,One year,No,Electronic check,87.22,5466.61,2021-09-17,Yes,A
20295,female,0.0,Yes,Yes,69.0,Yes,No phone service,fiber,No internet service,Yes,No internet service,Y,No,Yes,Two year,No,Bank transfer,66.68,6010.68,2022-08-22,No,A
5105,Male,0.0,Yes,No,70.0,Y,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,66.42,644.0,2023-07-21,No,A
5412,Male,0.0,Yes,Yes,61.0,Yes,Y,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card,46.63,4336.16,2024-05-07,Yes,A
20617,Female,0.0,Yes,Yes,45.0,Yes,No,No,No,No internet service,No internet service,No,Yes,Yes,Month to month,No,Credit card,70.26,2713.77,2024-10-22,No,A
10935,Male,0.0,No,No,52.0,Yes,No,No,Yes,Yes,N,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,57.79,3434.33,2023-08-10,No,B
17847,M,0.0,No,No,40.0,No,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Electronic check,70.26,6920.12,2021-07-23,No,A
1352,F,0.0,Yes,No,26.0,Yes,No,No,No internet service,Yes,No internet service,No,No,Y,One year,No,e-check,70.26,5505.26,2020-06-03,No,A
20899,male,0.0,N,Yes,22.0,N,Yes,fiber,No,N,No,No internet service,No,Yes,Two year,No,E-check,115.47,7173.88,2023-06-14,No,A
17345,Male,0.0,Yes,Yes,7.0,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,61.19,3875.36,2024-03-22,No,A
17901,Male,0.0,No,No,51.0,Yes,No phone service,DSL,Yes,No internet service,No,Yes,N,Yes,Month to month,No,Mailed check,106.13,5453.2,2023-08-13,No,A
16068,Female,0.0,No,Yes,29.0,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer,66.99,1252.83,2023-12-18,No,A
3253,Female,0.0,No,No,40.0,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month to month,Yes,Credit card,68.61,552.63,2022-07-10,No,A
19906,Female,0.0,Yes,No,67.0,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two Year,Yes,Electronic check,41.01,1817.01,2021-02-19,No,A
10721,Female,0.0,No,No,17.0,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,40.19,5921.9,2023-10-14,No,A
19774,Female,0.0,Yes,No,11.0,Yes,Yes,No,No internet service,Yes,No,No internet service,No,Yes,One year,No,Electronic check,21.46,360.46,2021-03-24,No,A
14471,Male,0.0,Yes,No,41.0,N,No,Fiber optic,Yes,No,No,No,N,No,Month-to-month,Yes,Credit card,38.79,2093.59,2021-04-25,No,A
7384,Male,0.0,No,Yes,62.0,No,No,DSL,Yes,Y,No,No,No,No,Month-to-month,No,e-check,61.86,,2023-09-10,No,A
5141,Male,0.0,N,Yes,46.0,Y,N,Fiber optic,Yes,Yes,Y,No,Yes,Yes,One year,Yes,Electronic check,96.94,2840.14,2021-12-28,No,A
19045,M,0.0,Yes,No,9.0,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Two Year,Yes,Credit card,92.52,6679.95,2021-04-17,No,A
13170,Male,1.0,No,No,5.0,Yes,No phone service,DSL,Yes,No internet service,Yes,No,N,No,Two year,Yes,Bank transfer,20.66,1060.08,2020-03-16,No,A
5619,Male,0.0,No,No,29.0,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Credit card,39.6,585.0,2022-02-22,No,B
17887,female,0.0,Yes,Yes,53.0,Yes,Yes,No,No internet service,No,No,No,N,No internet service,Month-to-month,Yes,Mailed check,25.71,7052.53,2024-05-23,No,A
1439,Female,0.0,N,N,29.0,Yes,Yes,fiber,No,No,No internet service,Yes,N,Yes,Month-to-month,No,Electronic check,73.32,5559.58,2021-06-18,No,A
2085,male,0.0,Yes,Y,56.0,No,Yes,DSL,No internet service,No internet service,No internet service,No,N,No,Month-to-month,No,Credit card,76.71,7882.75,2023-12-28,No,A
2731,Male,1.0,N,No,5.0,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Y,E-check,80.18,2801.27,2023-02-23,Yes,A
6136,Male,0.0,Yes,Yes,12.0,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Y,Bank transfer,91.28,829.16,2021-05-25,No,A
19757,Male,0.0,N,Yes,23.0,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month to month,No,e-check,43.66,7801.95,2023-02-25,No,A
15575,Male,0.0,No,No,54.0,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,87.32,5748.82,2023-04-27,No,A
15958,M,0.0,N,Yes,0.0,Yes,Yes,DSL,No,Yes,Yes,No,Y,Yes,Month-to-month,Yes,Credit card,70.26,7668.63,2022-02-01,No,A
14239,female,0.0,No,Yes,60.0,Yes,No,No,Y,N,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,97.76,2959.62,2024-03-24,No,A
9583,F,0.0,Yes,No,33.0,No,No,DSL,Yes,No,No,N,Yes,No,One Year,Yes,Credit card,85.07,,2022-05-23,No,A
18482,F,1.0,No,Yes,52.0,Yes,No phone service,No,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Y,Mailed check,70.26,3341.2,2022-04-05,No,A
9342,Female,0.0,No,Yes,71.0,Yes,No,Fiber optic,Y,No,Yes,Yes,No,Yes,Month-to-month,Y,Bank transfer,22.42,7851.33,2020-03-25,No,A
3753,Male,1.0,No,Yes,40.0,Yes,No phone service,Fiber optic,No internet service,No internet service,N,No,No,Y,Month-to-month,No,Electronic check,75.91,3156.69,2022-07-14,No,A
12465,Female,1.0,No,Yes,30.0,No,No,DSL,No internet service,No internet service,No,Y,Yes,No internet service,One year,No,e-check,97.8,6582.33,2021-06-04,No,A
15680,F,0.0,No,No,12.0,Yes,No,DSL,No internet service,Y,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,70.26,6405.4,2022-03-14,No,A
3806,female,0.0,No,Y,60.0,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,E-check,100.46,7242.32,2022-07-09,No,A
13137,Female,0.0,No,No,22.0,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,One Year,Yes,Mailed check,49.27,3155.27,2024-02-22,No,A
17623,Female,0.0,Yes,No,1.0,Yes,No phone service,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,97.65,6794.03,2021-01-17,Yes,B
12496,Female,1.0,No,N,19.0,Yes,Yes,fiber,Yes,Yes,No,Yes,No internet service,Y,One year,Yes,Bank transfer,52.41,,2023-09-18,No,A
12947,Male,0.0,Yes,No,34.0,No,No,DSL,Yes,Yes,No internet service,No,No internet service,Y,Month-to-month,No,E-check,65.27,1310.23,2023-05-20,No,A
14442,Female,0.0,No,Yes,15.0,Yes,No phone service,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,20.09,,2024-03-18,No,A
9020,F,0.0,Yes,Yes,5.0,Yes,Yes,No,No,No,No,No,Yes,No,One year,No,E-check,717.3577222911268,969.63,2021-04-21,No,A
6377,Female,1.0,No,Yes,11.0,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,86.47,2775.68,2020-08-02,No,A
10261,Female,0.0,No,No,37.0,Yes,No,DSL,Yes,Y,Yes,Yes,No,No internet service,Two year,No,Mailed check,82.1,2484.52,2020-07-09,No,A
12563,F,0.0,No,Y,59.0,Yes,N,fiber,No internet service,Yes,No,No,Yes,Yes,One year,No,Credit card,70.26,4466.86,2020-05-15,Yes,A
16510,Male,0.0,No,No,13.0,No,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Two year,N,Electronic check,45.45,4006.03,2020-04-03,No,A
1937,Male,0.0,No,No,52.0,Yes,No,Fiber optic,No internet service,No internet service,No,Y,Yes,No internet service,Month-to-month,Yes,Electronic check,50.25,7382.32,2020-03-23,No,A
12605,Male,0.0,No,N,0.0,No,No,Fiber optic,No,Yes,No,Y,Yes,Yes,Month-to-month,No,Credit card,60.8,301.86,2023-11-05,No,A
8661,Male,0.0,Yes,Y,49.0,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,Y,Bank transfer,68.35,420.79,2024-02-17,No,A
10154,Female,0.0,Yes,N,36.0,Yes,No,Fiber optic,No,No internet service,No,No internet service,Y,No,One year,Yes,Electronic check,86.84,1648.04,2024-01-01,No,A
17950,Male,0.0,No,No,48.0,No,Yes,No,No,No,No internet service,N,Yes,Yes,Month to month,Yes,Credit card,70.26,376.64,2021-01-26,No,A
10454,Male,0.0,Yes,No,52.0,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,One year,No,Electronic check,30.68,1169.94,2021-03-08,No,A
10971,Male,0.0,Yes,Yes,32.0,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,92.91,7743.59,2023-09-01,No,A
18311,Female,0.0,Yes,No,5.0,No,Yes,Fiber optic,Yes,Yes,Y,No internet service,Yes,No internet service,Two Year,N,Electronic check,39.96,815.87,2023-04-21,No,A
19622,Female,0.0,Yes,Yes,33.0,Yes,No,DSL,No,No,No,No internet service,Yes,N,Month to month,Yes,e-check,36.87,,2020-05-31,No,A
14811,M,1.0,No,Yes,6.0,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Y,e-check,88.22,2698.97,2021-10-29,No,A
6223,Male,0.0,No,No,55.0,Y,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card,70.26,6340.72,2021-04-21,No,A
9409,Female,0.0,No,No,32.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Two Year,Yes,Mailed check,82.89,6004.15,2020-08-18,No,A
19947,Male,0.0,No,Yes,41.0,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,One year,Y,e-check,26.38,6227.14,2020-08-11,No,A
18577,Male,1.0,Yes,No,32.0,Yes,Y,No,Yes,N,No,Yes,No,No,Month-to-month,Yes,Bank transfer,84.66,3644.47,2023-06-17,No,A
19610,Female,0.0,No,Yes,27.0,Yes,Yes,No,Yes,No,N,No,No internet service,Yes,Two year,No,Bank transfer,21.65,4714.45,2020-06-01,No,A
10967,Female,0.0,No,No,35.0,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Y,Bank transfer,76.93,6471.12,2020-03-16,No,A
9254,Female,0.0,Yes,No,70.0,Yes,No,No,Yes,No,No,Yes,Y,No,One year,No,Electronic check,51.98,1305.62,2021-09-10,No,A
1448,Female,0.0,Yes,No,15.0,Yes,No,Fiber optic,No,Yes,Y,Yes,No,No internet service,One year,Yes,Bank transfer,70.26,3826.62,2023-07-10,No,A
5986,Male,1.0,No,No,36.0,Y,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Two year,No,e-check,104.05,1818.83,2021-10-30,No,A
10749,Male,1.0,Yes,No,53.0,N,No,No,Yes,No,Y,No,N,Yes,One year,Yes,Mailed check,70.26,2382.64,2021-03-25,No,A
18093,female,0.0,Yes,No,53.0,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,58.93,7330.48,2022-12-23,No,A
16488,Male,0.0,No,No,24.0,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,70.26,3565.15,2024-09-28,No,A
19327,Female,1.0,No,N,14.0,Yes,No phone service,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,96.38,6575.34,2023-07-14,No,A
19304,F,0.0,N,Yes,61.0,Yes,No,No,No,N,No,No,No,No,Month-to-month,Yes,Mailed check,118.79,2304.49,2024-02-28,No,A
8585,Female,0.0,Yes,No,39.0,Yes,Yes,Fiber optic,No,No,No,No internet service,Y,No,Two year,Yes,e-check,28.68,7985.91,2021-04-27,No,A
10383,Female,0.0,Yes,No,42.0,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Y,One year,Yes,Electronic check,52.28,2958.47,2020-04-07,No,A
9732,Female,0.0,No,No,46.0,No,Yes,No,N,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,47.21,5362.74,2021-05-18,No,B
19295,M,0.0,No,No,21.0,No,No,No,Yes,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,61.46,1629.51,2020-02-22,No,A
13104,Female,0.0,No,No,11.0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Y,Mailed check,70.26,7812.16,2020-01-29,No,A
1386,M,0.0,No,No,11.0,Yes,No phone service,Dsl,No,No internet service,No,Y,Yes,Yes,Month-to-month,No,Electronic check,70.26,3186.94,2023-11-27,Yes,A
7269,Male,0.0,Yes,No,1.0,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Y,No internet service,One year,No,Mailed check,70.26,3705.73,2023-08-10,No,A
5528,male,0.0,Yes,Yes,19.0,Yes,Yes,fiber,Yes,No,No,Y,No internet service,Yes,Month-to-month,Yes,Electronic check,112.22,7184.95,2023-01-25,No,A
16124,Female,0.0,Yes,No,69.0,No,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Two Year,Yes,Credit card,70.26,6279.73,2020-09-12,No,A
5150,Female,0.0,No,Yes,60.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,111.98,5825.69,2022-03-29,No,A
10996,F,0.0,No,No,31.0,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card,70.26,,2020-08-05,No,A
14806,Male,0.0,No,Yes,27.0,Yes,Yes,fiber,No,Y,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,60.78,3756.29,2024-03-27,Yes,A
19538,F,0.0,Yes,No,38.0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,88.35,4491.34,2021-08-12,No,A
20057,Female,0.0,Yes,Yes,47.0,Yes,No,Dsl,N,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,70.26,7083.28,2021-10-22,No,A
12687,Male,0.0,No,No,29.0,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,47.79,6438.77,2021-03-17,No,A
13132,Male,0.0,No,Yes,50.0,No,No phone service,fiber,No internet service,No,No internet service,Yes,N,No,Month-to-month,Yes,Bank transfer,98.56,7446.62,2022-05-14,No,A
5044,Female,0.0,Yes,No,20.0,Yes,No,fiber,Yes,No,No internet service,Yes,Y,No,Month to month,No,Electronic check,117.0,4700.61,2021-11-16,No,A
12903,Female,0.0,Yes,No,41.0,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,E-check,64.27,1327.55,2021-08-03,No,A
16356,Female,0.0,No,No,24.0,No,Yes,Fiber optic,N,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,65.26,903.2,2023-07-12,No,A
17235,Female,0.0,Yes,Yes,20.0,Y,No,Dsl,Y,No,Yes,No,No,No,Two year,Yes,Electronic check,46.89,2747.02,2020-03-28,No,A
19273,Female,0.0,No,No,34.0,Yes,Yes,Dsl,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,E-check,71.82,159.6,2024-11-28,No,A
12051,Male,0.0,Yes,Yes,63.0,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Y,Yes,Two year,Yes,Electronic check,25.25,7559.64,2024-06-28,No,B
14116,Female,0.0,Yes,No,11.0,No,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,651.9654673456275,653.37,2024-07-12,No,A
6305,Female,1.0,Yes,No,60.0,Yes,No,Fiber optic,N,No,Yes,No,N,Yes,Month-to-month,No,Electronic check,70.26,2172.1,2024-07-14,No,A
13659,Female,0.0,Yes,No,27.0,Yes,No,No,No,Y,No,No internet service,No,No internet service,One year,Yes,Bank transfer,116.36,6230.15,2024-11-17,No,A
14579,female,0.0,No,No,23.0,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer,56.73,4744.26,2021-04-11,No,B
11480,Male,0.0,Yes,No,40.0,No,N,DSL,Yes,No,No,Yes,Yes,N,Month-to-month,No,Credit card,53.47,,2023-01-28,No,A
17032,Male,0.0,Yes,No,56.0,Yes,Y,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,23.02,1438.21,2022-04-09,No,A
1857,Male,0.0,No,No,26.0,Y,Yes,Fiber optic,No,Y,No,No internet service,Yes,No,Two year,No,Bank transfer,26.86,3959.5,2023-03-25,No,A
7062,Male,0.0,No,Yes,15.0,Yes,Yes,No,Y,No,No internet service,N,No,Yes,Month-to-month,Yes,Mailed check,93.58,1059.42,2020-08-02,No,A
13224,Female,0.0,No,No,71.0,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,e-check,29.44,5423.96,2022-08-17,No,A
16615,F,0.0,No,No,32.0,Yes,No,fiber,Yes,No,No internet service,Y,Yes,Yes,Month to month,No,Mailed check,70.26,3201.16,2023-09-08,No,A
7897,M,0.0,Y,N,37.0,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,One year,N,Electronic check,41.51,4882.2,2021-11-10,No,A
13141,Female,0.0,Yes,Yes,53.0,Yes,Yes,DSL,No,No,Yes,Y,Yes,No,Month-to-month,Yes,Credit card,70.26,7732.01,2022-08-23,No,A
13799,Female,1.0,No,No,8.0,N,Y,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month to month,No,Mailed check,70.26,2111.26,2021-10-17,No,A
16747,Female,0.0,No,Yes,30.0,Yes,N,Fiber optic,Yes,N,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,70.26,2212.03,2020-02-13,No,A
4617,Female,0.0,No,Yes,54.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,N,No internet service,Two Year,Yes,e-check,39.56,1101.71,2022-08-06,No,A
11530,Male,0.0,No,No,58.0,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month to month,Yes,Credit card,70.26,7862.65,2020-03-12,No,A
14990,Male,1.0,Yes,No,23.0,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card,36.98,4838.19,2021-05-30,Yes,A
12694,male,0.0,Yes,No,6.0,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,84.43,3659.72,2021-01-04,No,A
7046,Female,0.0,Yes,Yes,55.0,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,No,Bank transfer,36.57,6159.51,2023-11-05,No,A
18306,Male,0.0,Yes,No,46.0,No,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,N,Mailed check,79.18,5860.86,2023-10-22,No,A
17115,M,0.0,N,No,14.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Two Year,Yes,Credit card,119.5,172.05,2020-03-17,No,A
17521,Male,0.0,Yes,No,37.0,Yes,No,DSL,Y,No,No,No,No,No,Two year,Yes,Electronic check,75.4,4141.42,2020-01-16,No,A
8536,Female,0.0,No,No,43.0,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,48.95,519.95,2022-11-27,Yes,A
7106,Male,0.0,Yes,No,40.0,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month to month,Yes,Electronic check,80.9,1764.93,2020-06-02,No,A
13405,female,0.0,Yes,No,26.0,Yes,Yes,DSL,No,Y,No,Yes,No,No,Month to month,No,Electronic check,70.26,357.79,2022-02-04,No,A
4003,Male,0.0,Yes,No,48.0,Yes,No phone service,DSL,No,No,Y,No internet service,Yes,No,Month-to-month,N,Bank transfer,84.7,6026.36,2022-03-31,No,A
4430,Female,0.0,Yes,No,1.0,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,116.76,729.85,2022-07-01,No,A
14190,female,0.0,No,Yes,65.0,Yes,Yes,No,No,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,37.95,1834.39,2024-06-16,No,A
9716,M,0.0,Y,No,2.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month to month,Y,Bank transfer,20.82,481.51,2023-05-01,No,A
19493,Female,1.0,No,Y,16.0,Y,Yes,DSL,Yes,Yes,Y,N,No,Y,Two year,Yes,Mailed check,26.27,6361.31,2022-06-17,No,A
7557,Male,0.0,Yes,Yes,60.0,Yes,Yes,Fiber optic,Yes,No,No internet service,N,No internet service,No,Month-to-month,Yes,Electronic check,48.42,3808.39,2023-12-14,Yes,A
11827,Male,0.0,No,No,60.0,Yes,No,DSL,No,Yes,No,Y,Yes,No,Month to month,No,e-check,37.77,1014.6,2024-03-28,Yes,A
17119,Male,0.0,No,No,3.0,Yes,Yes,No,No,No,No,N,Yes,No,One year,Yes,Mailed check,93.89,6083.75,2023-10-29,No,A
10653,Male,0.0,No,No,55.0,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,95.24,,2023-09-15,No,B
15152,F,0.0,Yes,Y,57.0,Yes,No,No,N,Yes,No internet service,No,No,Y,Month-to-month,Yes,Electronic check,49.29,5686.37,2020-11-15,No,A
16328,Male,0.0,No,Y,39.0,Yes,Yes,No,Yes,Yes,Y,No internet service,No internet service,No,Two Year,Yes,Electronic check,30.06,2070.05,2024-02-02,No,A
15371,F,0.0,Yes,No,52.0,N,No phone service,DSL,N,Yes,Yes,No,No,No,Two year,Yes,Electronic check,70.81,7436.46,2022-09-20,No,A
16829,Male,0.0,Yes,No,32.0,Yes,N,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Y,Credit card,115.93,2480.27,2020-10-29,No,A
5392,Female,1.0,Yes,Yes,20.0,Yes,No,Fiber optic,Y,No internet service,No,No,Y,No,Month-to-month,Y,Electronic check,103.01,2146.02,2021-03-23,No,A
6129,Male,0.0,No,No,19.0,N,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,Y,One year,No,Electronic check,78.02,2883.34,2020-10-08,No,A
15882,Male,0.0,No,No,9.0,Yes,No,DSL,N,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,71.17,3765.53,2022-01-14,No,A
12267,Female,0.0,Yes,No,4.0,No,Yes,No,No,No,No,No,Yes,No internet service,Month-to-month,No,e-check,119.2,6147.01,2021-08-31,No,A
3113,Male,0.0,No,No,45.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,N,Month-to-month,Yes,Bank transfer,74.69,2611.25,2021-04-16,No,A
19847,Female,0.0,No,No,14.0,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,38.01,2212.64,2020-11-17,No,A
13103,female,0.0,Yes,Yes,47.0,Yes,Yes,Fiber optic,Y,Yes,Yes,No,Yes,N,Month-to-month,Yes,Bank transfer,57.44,2689.69,2020-10-03,No,A
4657,Male,0.0,Yes,No,70.0,Yes,No,DSL,Yes,Yes,No,No internet service,Y,No,Month to month,Yes,Electronic check,43.97,,2022-09-08,Yes,A
1696,Female,0.0,Yes,No,35.0,Yes,Yes,DSL,Yes,N,No,No internet service,Y,Yes,One Year,No,Electronic check,60.27,116.07,2021-09-08,No,A
4051,Male,1.0,Yes,No,16.0,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Two Year,No,E-check,98.11,3267.39,2020-10-13,No,A
2600,F,1.0,No,No,33.0,Yes,No,Dsl,No internet service,No,No,Y,Yes,No,One year,Yes,Credit card,70.26,7598.64,2022-07-24,No,A
2183,Female,0.0,No,No,67.0,No,Y,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month to month,No,E-check,55.74,1632.74,2020-11-06,No,A
